business_id,name,rag_text
v5kwdvmg-J8g-ll0nkc3Sw,The Libertine Liquor Bar,"Name: The Libertine Liquor Bar. Categories: Restaurants, Lounges, Bars, American (New), Nightlife. City: Indianapolis, IN. Rating: 4.0 stars. Review Count: 208. Popularity in dataset: 1 visits."
Edg22x3CZkIv0GUib2oEFA,Mellow Mushroom,"Name: Mellow Mushroom. Categories: Pizza, Restaurants, Bars, Nightlife, Sandwiches. City: New Orleans, LA. Rating: 3.5 stars. Review Count: 149. Popularity in dataset: 1 visits."
VbItL6RDULtnw4YvB6EhVg,Jon's Bar & Grille,"Name: Jon's Bar & Grille. Categories: Tex-Mex, Restaurants, American (Traditional), Nightlife, Bars. City: Philadelphia, PA. Rating: 3.0 stars. Review Count: 178. Popularity in dataset: 2 visits."
x7_p5O3ChQa7shdHCcLHZQ,Olivier's Creole Restaurant,"Name: Olivier's Creole Restaurant. Categories: Event Planning & Services, Party & Event Planning, Restaurants, Seafood, Soul Food, Southern, Ethnic Food, Specialty Food, Venues & Event Spaces, Cajun/Creole, Food. City: New Orleans, LA. Rating: 3.5 stars. Review Count: 172. Popularity in dataset: 2 visits."
tuyCmcmm5Q-bc-9zV76xKA,Pho Friendly,"Name: Pho Friendly. Categories: Thai, Vietnamese, Chinese, Restaurants. City: Trenton, NJ. Rating: 4.5 stars. Review Count: 93. Popularity in dataset: 3 visits."
0CEUpFtaKhxbmrbSdP9MUQ,Acadia,"Name: Acadia. Categories: Restaurants, Cajun/Creole, Southern, Nightlife, Cocktail Bars, Breakfast & Brunch, Seafood, Bars. City: Philadelphia, PA. Rating: 4.0 stars. Review Count: 79. Popularity in dataset: 1 visits."
f82dhKNiUXsDVPMLqKYiIQ,Sher-e-Punjab,"Name: Sher-e-Punjab. Categories: Restaurants, Salad, Pakistani, Indian, Cocktail Bars, Food, Food Delivery Services, Soup, Halal, Bars, Nightlife. City: Tucson, AZ. Rating: 4.0 stars. Review Count: 446. Popularity in dataset: 3 visits."
FF45pKN_lzqG8Bqk-_HQvw,Go! Gyro! Go!,"Name: Go! Gyro! Go!. Categories: Street Vendors, Food, Food Trucks, Greek, Food Stands, Restaurants, Mediterranean. City: Saint Louis, MO. Rating: 4.5 stars. Review Count: 49. Popularity in dataset: 2 visits."
1P_mGUY1PyPq7_ZabrzpBw,Carmine's Steakhouse,"Name: Carmine's Steakhouse. Categories: Italian, Restaurants, Steakhouses. City: Saint Louis, MO. Rating: 4.0 stars. Review Count: 261. Popularity in dataset: 2 visits."
0DbIUh_Xuj6H5B_SF0RLCQ,Iguana's Mexican Restaurant,"Name: Iguana's Mexican Restaurant. Categories: Restaurants, Mexican. City: Brownsburg, IN. Rating: 4.0 stars. Review Count: 74. Popularity in dataset: 1 visits."
bSJczuohHVko33UT82hnfA,Blaze Pizza,"Name: Blaze Pizza. Categories: Pizza, Fast Food, Gluten-Free, Restaurants, Salad. City: New Orleans, LA. Rating: 4.0 stars. Review Count: 302. Popularity in dataset: 2 visits."
GVqXNt0HKJLpciN9ePxnWw,Crown Fried Chicken,"Name: Crown Fried Chicken. Categories: Restaurants, Fast Food. City: Philadelphia, PA. Rating: 2.5 stars. Review Count: 16. Popularity in dataset: 1 visits."
KUx_q3nzqUINYgUTrZc9OA,Pita Pit,"Name: Pita Pit. Categories: Sandwiches, Restaurants. City: Tucson, AZ. Rating: 3.0 stars. Review Count: 9. Popularity in dataset: 2 visits."
dChRGpit9fM_kZK5pafNyA,The Love,"Name: The Love. Categories: Restaurants, American (New), Breakfast & Brunch, Burgers. City: Philadelphia, PA. Rating: 4.0 stars. Review Count: 618. Popularity in dataset: 2 visits."
iBRXLFWD7PeSYDbKsd_JTw,Mai Thai Restaurant,"Name: Mai Thai Restaurant. Categories: Food, Ethnic Food, Specialty Food, Restaurants, Thai. City: Brandon, FL. Rating: 4.5 stars. Review Count: 27. Popularity in dataset: 2 visits."
j9Kaj_6tSeXmVMYCgZithg,Noble Crust,"Name: Noble Crust. Categories: Restaurants, Italian, Nightlife, Southern, Bars, Breakfast & Brunch, Pizza. City: Wesley Chapel, FL. Rating: 4.5 stars. Review Count: 496. Popularity in dataset: 1 visits."
juVJO2kMrHwCYXwQQmv1Tg,Sidekicks Pizza,"Name: Sidekicks Pizza. Categories: Sandwiches, Restaurants, Pizza, Salad. City: Indianapolis, IN. Rating: 4.0 stars. Review Count: 45. Popularity in dataset: 1 visits."
QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,"Name: Jong Ka Jib. Categories: Korean, Restaurants. City: Philadelphia, PA. Rating: 4.5 stars. Review Count: 351. Popularity in dataset: 3 visits."
Wt1W6qwCvna1KzIuJRJbwA,Tokyo Mandarin,"Name: Tokyo Mandarin. Categories: Japanese, Restaurants, Sushi Bars, Chinese. City: Glassboro, NJ. Rating: 4.0 stars. Review Count: 88. Popularity in dataset: 1 visits."
bPPy7yNFfb-6N_bHkn1qAw,Taste of the Caribbean,"Name: Taste of the Caribbean. Categories: Restaurants, Caribbean, Food Trucks, Food. City: Indianapolis, IN. Rating: 3.0 stars. Review Count: 17. Popularity in dataset: 1 visits."
7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,"Name: The Twisted Tail. Categories: Event Planning & Services, Whiskey Bars, American (New), American (Traditional), Venues & Event Spaces, Bars, Nightlife, Restaurants. City: Philadelphia, PA. Rating: 4.0 stars. Review Count: 604. Popularity in dataset: 4 visits."
D7z_V6E8cxXghSRcHAmUPg,La Bella China Restaurant,"Name: La Bella China Restaurant. Categories: Restaurants, Chinese. City: Tucson, AZ. Rating: 4.0 stars. Review Count: 92. Popularity in dataset: 1 visits."
JPm93BlP-UHYPqFgK66JUw,Local Links,"Name: Local Links. Categories: Coffee & Tea, Restaurants, American (New), Food, Cafes, Breakfast & Brunch. City: Haddon Heights, NJ. Rating: 4.5 stars. Review Count: 70. Popularity in dataset: 1 visits."
VeFfrEZ4iWaecrQg6Eq4cg,Cal Taco,"Name: Cal Taco. Categories: Burgers, Cafes, Restaurants, Mexican, American (Traditional). City: Goleta, CA. Rating: 4.0 stars. Review Count: 189. Popularity in dataset: 1 visits."
5iuo1kvv0XZMS0bUOoLz2Q,Bistro St. Tropez,"Name: Bistro St. Tropez. Categories: Restaurants, French. City: Philadelphia, PA. Rating: 3.5 stars. Review Count: 163. Popularity in dataset: 1 visits."
rR30b1XWbxZFFgLyGbfNAw,BODHI : Craft Bar + Thai Bistro,"Name: BODHI : Craft Bar + Thai Bistro. Categories: Gastropubs, Nightlife, Restaurants, Thai, Bars, Cocktail Bars. City: Indianapolis, IN. Rating: 4.5 stars. Review Count: 132. Popularity in dataset: 3 visits."
RsTF2skxLcp6qo9FdnA5PA,Pizza Hut,"Name: Pizza Hut. Categories: Italian, Restaurants, Fast Food, Chicken Wings, Pizza. City: Langhorne, PA. Rating: 1.5 stars. Review Count: 18. Popularity in dataset: 1 visits."
QZLOM3T6xl7y1Q6zqoqHWg,Freddy's Frozen Custard & Steakburgers,"Name: Freddy's Frozen Custard & Steakburgers. Categories: Food, American (Traditional), Fast Food, Ice Cream & Frozen Yogurt, Burgers, Restaurants. City: Brookhaven, PA. Rating: 3.5 stars. Review Count: 26. Popularity in dataset: 1 visits."
ngvE1G9IckUO-ljZBFo23w,Mumbai Bistro,"Name: Mumbai Bistro. Categories: Indian, Restaurants. City: Philadelphia, PA. Rating: 4.0 stars. Review Count: 217. Popularity in dataset: 1 visits."
TGfPJHImEq6AQL9a1laxlg,Chick-fil-A,"Name: Chick-fil-A. Categories: Event Planning & Services, American (Traditional), Restaurants, Food, Caterers, Fast Food, Chicken Shop, Breakfast & Brunch. City: Philadelphia, PA. Rating: 4.0 stars. Review Count: 80. Popularity in dataset: 1 visits."
dIpTuL2T1L98GQGU17IeSw,The Bricks,"Name: The Bricks. Categories: Bars, Breakfast & Brunch, Restaurants, American (New), Coffee & Tea, Food, Nightlife, Vegetarian. City: Tampa, FL. Rating: 4.0 stars. Review Count: 548. Popularity in dataset: 1 visits."
SlLfWzeYOrVBxCd-0QILZQ,The Boiling House,"Name: The Boiling House. Categories: Cajun/Creole, Seafood, Noodles, Restaurants. City: Cherry Hill, NJ. Rating: 4.0 stars. Review Count: 238. Popularity in dataset: 2 visits."
pNu5bd9aL3jcJClfdQ86MQ,Momo's Ouzaria Taverna,"Name: Momo's Ouzaria Taverna. Categories: Mediterranean, Lounges, Bars, Nightlife, Restaurants, Greek. City: St Louis, MO. Rating: 3.5 stars. Review Count: 243. Popularity in dataset: 2 visits."
SwWfW3vBn5QkDE7T3urGAg,Persis Biryani Indian Grill,"Name: Persis Biryani Indian Grill. Categories: Indian, Restaurants. City: Mount Juliet, TN. Rating: 4.5 stars. Review Count: 246. Popularity in dataset: 1 visits."
W4rgF_1eKzFZiGUOsgbGMA,Amber Indian Restaurant,"Name: Amber Indian Restaurant. Categories: Pakistani, Indian, Restaurants. City: Carmel, IN. Rating: 4.0 stars. Review Count: 243. Popularity in dataset: 1 visits."
jGewGnIYcf9LFBcR8lMC5g,Picasso Restaurant & Bar,"Name: Picasso Restaurant & Bar. Categories: Italian, Spanish, Restaurants, Food. City: Media, PA. Rating: 3.0 stars. Review Count: 34. Popularity in dataset: 4 visits."
lPPYZr1_jx0XeW-xR9WJtw,DOSC,"Name: DOSC. Categories: Bars, Cocktail Bars, Coffee & Tea, Food, Restaurants, Cafes, Steakhouses, Nightlife, Tapas/Small Plates. City: Edmonton, AB. Rating: 4.0 stars. Review Count: 87. Popularity in dataset: 1 visits."
SFKjUQ1gmfwm7cJhMCFmkA,ZigZag Scallop,"Name: ZigZag Scallop. Categories: Nightlife, Seafood, Bars, Restaurants, American (Traditional). City: Hernando Beach, FL. Rating: 4.0 stars. Review Count: 214. Popularity in dataset: 3 visits."
IbndcMURguByburM72o3SA,State Street Kitchen,"Name: State Street Kitchen. Categories: Korean, American (Traditional), Sandwiches, Cheesesteaks, Restaurants, Coffee & Tea, Breakfast & Brunch, Food. City: Newtown, PA. Rating: 4.5 stars. Review Count: 124. Popularity in dataset: 1 visits."
diwwt5QBU3-Thig9SVlsOA,Brew Brothers,"Name: Brew Brothers. Categories: Bars, Nightlife, American (Traditional), Music Venues, Food, Arts & Entertainment, Restaurants, Breweries. City: Reno, NV. Rating: 3.5 stars. Review Count: 592. Popularity in dataset: 6 visits."
3uvFklejzRPwEPEZQ5vHYQ,Wawa,"Name: Wawa. Categories: Delis, Convenience Stores, Restaurants, Food, Coffee & Tea, Sandwiches. City: Media, PA. Rating: 3.5 stars. Review Count: 14. Popularity in dataset: 1 visits."
lB6jIOb1UBATmdfot4KJew,Soco's Gyros,"Name: Soco's Gyros. Categories: Delis, Kebab, Turkish, Mediterranean, Greek, Restaurants, Food. City: Saint Louis, MO. Rating: 4.0 stars. Review Count: 126. Popularity in dataset: 2 visits."
cm0bhBDPM3bjBefmEXa3BQ,Nudy's Cafe - Chadds Ford,"Name: Nudy's Cafe - Chadds Ford. Categories: Breakfast & Brunch, Restaurants, American (Traditional). City: Chadds Ford, PA. Rating: 3.5 stars. Review Count: 63. Popularity in dataset: 1 visits."
MObScX791gFEwtkoFA9GQg,Creekside Inn,"Name: Creekside Inn. Categories: Restaurants, American (New), Event Planning & Services, Bars, Pubs, American (Traditional), Social Clubs, Hotels, Hotels & Travel, Nightlife, Arts & Entertainment, Venues & Event Spaces. City: Woodstown, NJ. Rating: 3.5 stars. Review Count: 20. Popularity in dataset: 1 visits."
HCbJPXWXvwN-C7XfmVy3gA,Granite City Food & Brewery,"Name: Granite City Food & Brewery. Categories: Desserts, Breweries, Breakfast & Brunch, Restaurants, Barbeque, American (New), Food, American (Traditional). City: Indianapolis, IN. Rating: 3.5 stars. Review Count: 258. Popularity in dataset: 2 visits."
jZoeTGRfhG9n_Jo6VMqwxw,Sushi Wasabi,"Name: Sushi Wasabi. Categories: Restaurants, Sushi Bars, Japanese. City: Edmonton, AB. Rating: 4.0 stars. Review Count: 57. Popularity in dataset: 1 visits."
qma1sGQv7ArUtzuUTQElRg,Katie's Pizza & Pasta Osteria,"Name: Katie's Pizza & Pasta Osteria. Categories: Pasta Shops, Bars, Nightlife, Specialty Food, Cocktail Bars, Breakfast & Brunch, Restaurants, Pizza, Food, Italian. City: Town and Country, MO. Rating: 4.0 stars. Review Count: 313. Popularity in dataset: 5 visits."
adb1hOYICrJ1Ix8M0sRpbw,Kuzina By Sofia,"Name: Kuzina By Sofia. Categories: Restaurants, Food, Bakeries, Greek. City: Cherry Hill, NJ. Rating: 3.0 stars. Review Count: 125. Popularity in dataset: 1 visits."
H3JjbID9Zhukpqr9uupHAA,Jackson's Bar & Bistro - Nashville,"Name: Jackson's Bar & Bistro - Nashville. Categories: Burgers, Bars, Restaurants, Nightlife, American (New), Breakfast & Brunch, Lounges. City: Nashville, TN. Rating: 3.0 stars. Review Count: 402. Popularity in dataset: 5 visits."
jsQQu9rVerR3OGxIa0hRQQ,Kelly's Taproom,"Name: Kelly's Taproom. Categories: Bars, Beer Bar, American (Traditional), Nightlife, Pubs, Burgers, Restaurants. City: Bryn Mawr, PA. Rating: 3.0 stars. Review Count: 63. Popularity in dataset: 1 visits."
UX3eq0WsVva-cqlVrzyzFg,Cantina Los Tres Hombres,"Name: Cantina Los Tres Hombres. Categories: Bars, Nightlife, Mexican, Restaurants, Seafood. City: Sparks, NV. Rating: 3.0 stars. Review Count: 284. Popularity in dataset: 4 visits."
18eWJFJbXyR9j_5xfcRLYA,Siam Elephant,"Name: Siam Elephant. Categories: Restaurants, Thai. City: Carpinteria, CA. Rating: 4.5 stars. Review Count: 460. Popularity in dataset: 4 visits."
dD2p903p8lU0IgXT3OFluA,Edgehill Cafe,"Name: Edgehill Cafe. Categories: Breakfast & Brunch, Restaurants, Food, Cafes, Coffee & Tea, American (Traditional), Sandwiches. City: Nashville, TN. Rating: 3.5 stars. Review Count: 245. Popularity in dataset: 1 visits."
dBCNUSbz5-8nQNrxWo5deg,Blue Sage Vegetarian Grille,"Name: Blue Sage Vegetarian Grille. Categories: Restaurants, Vegan, Vegetarian. City: Southampton, PA. Rating: 4.5 stars. Review Count: 572. Popularity in dataset: 2 visits."
71U7MxQEhwitJOm4CQpRwQ,KELP Sushi Joint,"Name: KELP Sushi Joint. Categories: Japanese, Sushi Bars, Food, Restaurants, Asian Fusion, Poke, Acai Bowls. City: Tampa, FL. Rating: 4.0 stars. Review Count: 325. Popularity in dataset: 2 visits."
wcpL6sD6jKsBO0tbdK2KEA,McDonald's,"Name: McDonald's. Categories: Restaurants, Coffee & Tea, Fast Food, Burgers, Food. City: Fishers, IN. Rating: 2.0 stars. Review Count: 34. Popularity in dataset: 1 visits."
ZH-D4qbLggBSvwpF0zXrQQ,The Original Pancake House,"Name: The Original Pancake House. Categories: Breakfast & Brunch, Restaurants. City: Boise, ID. Rating: 4.0 stars. Review Count: 155. Popularity in dataset: 1 visits."
zIDuAuwyaLmNwv4k18mbwA,India Palace,"Name: India Palace. Categories: Indian, Restaurants, Pakistani, American (New). City: Indianapolis, IN. Rating: 3.5 stars. Review Count: 167. Popularity in dataset: 2 visits."
JomDoQafikclSVVCPkWjnA,Cedar Park Cafe,"Name: Cedar Park Cafe. Categories: Diners, Restaurants, Sandwiches, Breakfast & Brunch, Vegetarian. City: Philadelphia, PA. Rating: 4.0 stars. Review Count: 301. Popularity in dataset: 1 visits."
1ddqdY_piKp-abaZ-bGRSA,Crescent City Steak House,"Name: Crescent City Steak House. Categories: Steakhouses, Restaurants. City: New Orleans, LA. Rating: 3.5 stars. Review Count: 226. Popularity in dataset: 1 visits."
RuBWR6CAgVi7iWR8LHUi6A,Lee House,"Name: Lee House. Categories: Barbeque, Asian Fusion, Restaurants, Korean. City: Edmonton, AB. Rating: 4.0 stars. Review Count: 30. Popularity in dataset: 1 visits."
wMyHVb54Ne9SNasa4kjOCg,Carnivore,"Name: Carnivore. Categories: Restaurants, Breakfast & Brunch, Steakhouses, Sandwiches. City: St. Louis, MO. Rating: 4.5 stars. Review Count: 281. Popularity in dataset: 1 visits."
pP4q0Mym-qt20nRqTKbzhQ,Morton's The Steakhouse,"Name: Morton's The Steakhouse. Categories: Steakhouses, Restaurants, Nightlife, Seafood, Bars, American (Traditional). City: Philadelphia, PA. Rating: 3.5 stars. Review Count: 149. Popularity in dataset: 1 visits."
Wc-c_hQK4vFCl9keeVTUZw,Felix's Restaurant & Oyster Bar,"Name: Felix's Restaurant & Oyster Bar. Categories: Restaurants, Cajun/Creole, Seafood, Southern. City: New Orleans, LA. Rating: 3.5 stars. Review Count: 255. Popularity in dataset: 3 visits."
NVpbPRDvfwjb85CJwWE0nQ,China Wok,"Name: China Wok. Categories: Chinese, Restaurants, Seafood, Noodles. City: Huntingdon Valley, PA. Rating: 4.0 stars. Review Count: 55. Popularity in dataset: 1 visits."
LVteL0Rnh2E_yOFCLJUPhg,Double Decker Pizza - Media,"Name: Double Decker Pizza - Media. Categories: Pizza, Seafood, Restaurants, Mexican, Italian, Burgers, Salad, Greek, Sandwiches. City: Media, PA. Rating: 4.0 stars. Review Count: 88. Popularity in dataset: 2 visits."
HjLYCBxJti8V-hsP_yVZ3w,Taj Mahal Homestyle Indian & Pakistani Cuisine,"Name: Taj Mahal Homestyle Indian & Pakistani Cuisine. Categories: Vegan, Pakistani, Indian, Vegetarian, Restaurants. City: Boise, ID. Rating: 4.0 stars. Review Count: 280. Popularity in dataset: 2 visits."
skN2XhKXlcjf53uIwzAedw,Burger Up - Franklin,"Name: Burger Up - Franklin. Categories: Burgers, Desserts, Restaurants, Food, Salad. City: Franklin, TN. Rating: 3.5 stars. Review Count: 329. Popularity in dataset: 1 visits."
I2CxrvM0BGH1svfxqGGD2g,M.L.Rose Craft Beer & Burgers - Melrose,"Name: M.L.Rose Craft Beer & Burgers - Melrose. Categories: Automotive, Restaurants, Sandwiches, Bars, Nightlife, Pubs, American (Traditional), Burgers, Beer Bar, Sports Bars, Breakfast & Brunch. City: Nashville, TN. Rating: 3.5 stars. Review Count: 472. Popularity in dataset: 5 visits."
W4ZEKkva9HpAdZG88juwyQ,Mr. B's Bistro,"Name: Mr. B's Bistro. Categories: Bars, Breakfast & Brunch, Restaurants, Barbeque, Cajun/Creole, Cafes, Cocktail Bars, Nightlife. City: New Orleans, LA. Rating: 4.0 stars. Review Count: 2064. Popularity in dataset: 11 visits."
biGIDbCGsAZJ-Y4zyV_b_A,Taza Mediterranean Grill,"Name: Taza Mediterranean Grill. Categories: Vegan, Restaurants, Wraps, Mediterranean, Salad, Middle Eastern. City: Brandon, FL. Rating: 4.5 stars. Review Count: 65. Popularity in dataset: 1 visits."
SSZDGl2J-CEyIzuIbEiYNQ,Caleco's Bar & Grill,"Name: Caleco's Bar & Grill. Categories: Bars, Nightlife, American (New), Italian, Sports Bars, Restaurants, Food, American (Traditional). City: Saint Louis, MO. Rating: 3.0 stars. Review Count: 532. Popularity in dataset: 4 visits."
dUctvEfHQccW_uxtRup2QQ,Tsunami Japanese Steakhouse,"Name: Tsunami Japanese Steakhouse. Categories: Steakhouses, Restaurants, Sushi Bars, Japanese. City: Saint Petersburg, FL. Rating: 3.0 stars. Review Count: 212. Popularity in dataset: 2 visits."
L_sXNadtVHjxMw7Yhvkj9Q,Naoki Ramen,"Name: Naoki Ramen. Categories: Ramen, Restaurants, Japanese. City: Philadelphia, PA. Rating: 4.0 stars. Review Count: 92. Popularity in dataset: 2 visits."
RJPRi1pwocHNZr9ISz_P-A,National Underground,"Name: National Underground. Categories: Music Venues, American (New), Restaurants, Nightlife, Arts & Entertainment. City: Nashville, TN. Rating: 2.5 stars. Review Count: 126. Popularity in dataset: 3 visits."
oQYZ3j2H758y07p4RpCWug,August Rhodes Bakery,"Name: August Rhodes Bakery. Categories: Event Planning & Services, Food, Sandwiches, Bakeries, Restaurants, American (New), Caterers. City: Tucson, AZ. Rating: 4.5 stars. Review Count: 89. Popularity in dataset: 1 visits."
Y2NFeGtConx1qciSPKcRlA,Reginelli's Pizzeria - Closed,"Name: Reginelli's Pizzeria - Closed. Categories: Restaurants, Sandwiches, Italian, Pizza. City: New Orleans, LA. Rating: 3.5 stars. Review Count: 171. Popularity in dataset: 1 visits."
